"company","activities","poultry_processing","meat_processing"
"Samuel Holmes, Inc.","Poultry Processing",True,NULL
"Case Farms, Processing","Poultry Processing, Poultry Slaughter",True,NULL
"Brakebush Mocksville, Inc.","Poultry Processing",True,NULL
"Tyson Foods Inc","Poultry Processing, Poultry Slaughter",True,NULL
"OK Foods, Inc.","Certification - Export, Poultry Processing",True,NULL
"OK Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"OK Foods, Inc.","Certification - Export, Poultry Processing",True,NULL
"OK Foods, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Wayne Farms","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Stonewood Farm Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Southern Hens, Inc","Poultry Processing, Poultry Slaughter",True,NULL
"ENA Meat Packing Corp.","Poultry Processing, Poultry Slaughter",True,NULL
"Food Ingredients Technology Company, LLC","Poultry Processing",True,NULL
"HVFG, LLC","Certification - Export, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,NULL
"CARGILL MEAT SOLUTIONS","Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"MB Consultants LTD","Poultry Processing, Poultry Slaughter",True,NULL
"Dupont Market, Inc. dba Grimaud Farms","Poultry Processing, Poultry Slaughter",True,NULL
"EASTERN SHORE POULTRY COMPANY, INC","Poultry Processing",True,NULL
"Sanderson Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Sing Wah Live Poultry Mkt Inc","Poultry Processing, Poultry Slaughter",True,NULL
"Peco Foods, Inc.","Certification - Export, Off-Premise Freezing - Poultry, Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Misty Knoll Farms","Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Case Farms of North Carolina, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"La Belle Farm Inc","Certification - Export, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",True,NULL
"Koch Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"LTF Family Farm","Poultry Processing, Poultry Slaughter",True,NULL
"Koch Foods of Cumming Georgia","Poultry Processing",True,NULL
"Rio Star Foods, Inc.","Poultry Processing",True,NULL
"Simmons Prepared Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Sanderson Farms, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Koch Foods of Mississippi LLC","Certification - Export, Identification - Poultry, Off-Premise Freezing - Poultry, Poultry Processing",True,NULL
"House of Raeford Farms of LA","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Bo-Bo Poultry Market Inc","Poultry Processing, Poultry Slaughter",True,NULL
"Keystone Foods, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Tecumseh Poultry, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Culver Duck Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Keystone Foods, LLC","Poultry Processing",True,NULL
"Pilgrim's Pride Corporation","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Gerber Poultry, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Alatrade Foods, Inc.","Poultry Processing",True,NULL
"George's Processing, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Lee Kum Kee (USA) Foods Inc.","Certification - Export, Identification - Poultry, Poultry Processing, Voluntary Processing - Poultry",True,NULL
"Palmetto Pigeon Plant, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Sunleaf Farms","Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry",True,NULL
"Ciales Poultry, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"DiPaola Turkeys Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"PERDUE FOODS LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"GEORGE'S FOODS, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Stearns Poultry Farm","Poultry Processing",True,NULL
"Prestage Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"RUMBLEWAY FARM","Poultry Processing, Poultry Slaughter",True,NULL
"Hatcher Poultry & Egg Co.","Poultry Processing",True,NULL
"Schiltz Foods, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Plainville Brands, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Sanderson Farms, Inc. (Procesing Div)","Poultry Processing, Poultry Slaughter",True,NULL
"Quail International Inc.","Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Keystone Foods, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Mountaire Farms of Delaware, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Maple Leaf Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Koch Foods of Mississippi","Poultry Processing, Poultry Slaughter",True,NULL
"D G Foods, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Au Bon Canard Foie Gras, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Mar-Jac Poultry, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Sanderson Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Otto's Poultry Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Alatrade Foods, Inc.","Poultry Processing",True,NULL
"Sanderson Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Foster Farms","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods LLC","Poultry Processing",True,NULL
"Edmunds Foods","Poultry Processing",True,NULL
"Golden Rod Broilers","Poultry Processing, Poultry Slaughter",True,NULL
"Huismann's Poultry","Poultry Processing",True,NULL
"Koch Foods of Mississippi LLC","Poultry Processing",True,NULL
"Sanderson Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"House of Halal","Poultry Processing, Poultry Slaughter",True,NULL
"Ga Dong Nai","Poultry Processing, Poultry Slaughter",True,NULL
"Alatrade Foods, Inc.","Poultry Processing",True,NULL
"Kam Fung Wong","Poultry Processing, Poultry Slaughter",True,NULL
"Alnoor Halal Poultry Market","Poultry Processing, Poultry Slaughter",True,NULL
"Masala Inc.","Poultry Processing",True,NULL
"Gold Creek Processing LLC","Poultry Processing",True,NULL
"Sensenig Turkey Farm LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Southern Taste","Poultry Processing",True,NULL
"Anco Poultry Processing","Poultry Processing, Poultry Slaughter",True,NULL
"Pine Manor Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"LOCUST POINT FARMS, LLC","Food Inspection, Identification - Poultry, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,NULL
"Mays Poultry","Poultry Processing",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Gold Creek Processing LLC","Poultry Processing",True,NULL
"Sanderson Farms, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Smiling Rooster Farm LLC","Poultry Processing",True,NULL
"Misty Lea Farm Poultry Processing","Poultry Processing, Poultry Slaughter",True,NULL
"Case Farms Processing, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Northern Pride, Inc.","Certification - Export, Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry",True,NULL
"Northern Pride Inc.","Poultry Processing",True,NULL
"Wayne Farms, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Chick-A-Ray Poultry & Egg Co., Inc.","Poultry Processing",True,NULL
"Case Farms Processing, Inc","Poultry Processing, Poultry Slaughter",True,NULL
"Gold Creek Processing LLC","Poultry Processing",True,NULL
"Two Brothers for Wholesale Chicken, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Goffle Road Poultry Farm","Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Rabbit",True,NULL
"Windy Meadows Family Farm","Poultry Processing, Poultry Slaughter",True,NULL
"Golden Foods Inc.","Poultry Processing",True,NULL
"NY Livestock Market Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Farbest Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Munsell's Poultry Processing, LLC","Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry, Voluntary Slaughter - Rabbit",True,NULL
"Lake Foods","Poultry Processing",True,NULL
"Peco Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Trilogy Foods, LLC","Poultry Processing",True,NULL
"DH Farms","Poultry Processing, Poultry Slaughter",True,NULL
"King and Sons Poultry Service Inc","Poultry Processing, Poultry Slaughter",True,NULL
"Harrison's Poultry Farm, Inc.","Poultry Processing",True,NULL
"SANDERSON FARMS, INC","Poultry Processing, Poultry Slaughter",True,NULL
"Midwest Poultry Processing LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Jaindl Turkey Sales Inc","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Gold Creek Processing, LLC","Poultry Processing",True,NULL
"NEW MARKET POULTRY, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Prestige Farms","Poultry Processing",True,NULL
"Base Camp Operations","Poultry Processing",True,NULL
"Junction Produce & More","Poultry Processing",True,NULL
"Ozark Mountain Poultry, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Brummel Poultry Processing","Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,NULL
"Good To-Go LLC","Poultry Processing",True,NULL
"Lotus Poulty","Poultry Processing",True,NULL
"Burgundy Pasture Poultry LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Wabash Poultry Processing","Poultry Processing, Poultry Slaughter",True,NULL
"RFC LLC dba Gemstone Foods LLC","Poultry Processing",True,NULL
"Victoria's Catering","Poultry Processing",True,NULL
"Morning Star Poultry","Poultry Processing, Poultry Slaughter, Voluntary Slaughter - Poultry",True,NULL
"Allen Harim Foods, LLC","Poultry Processing",True,NULL
"Sanderson Farms, Inc. Tyler Processing Division","Poultry Processing, Poultry Slaughter",True,NULL
"Peco Foods, Inc","Certification - Export, Identification - Poultry, Off-Premise Freezing - Poultry, Poultry Processing",True,NULL
"Arkansas Food Bank","Poultry Processing",True,NULL
"Love Snacks, LLC","Poultry Processing",True,NULL
"Gold Creek Processing, LLC","Poultry Processing",True,NULL
"Norman W. Fries","Poultry Processing",True,NULL
"American Country Foods, LLC","Poultry Processing",True,NULL
"Peco Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"SHENANDOAH VALLEY ORGANIC","Poultry Processing, Poultry Slaughter",True,NULL
"Shenandoah Valley Organic, LLC","Poultry Processing",True,NULL
"IHSAN FARMS, IIC","Poultry Processing, Poultry Slaughter",True,NULL
"K&N's Foods USA, LLC","Certification - Export, Poultry Processing",True,NULL
"Zahran Import Export Wholesale Inc.","Poultry Processing",True,NULL
"Esperanto","Poultry Processing",True,NULL
"The Best Dressed Chicken, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Cornerstone Processing, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Clean Chickens and Co.","Poultry Processing, Poultry Slaughter",True,NULL
"Shining Comb Poultry","Poultry Processing, Poultry Slaughter",True,NULL
"Rock Hill Foods, LLC","Poultry Processing",True,NULL
"Air Chef, Inc.","Poultry Processing",True,NULL
"New Lee's Live Poultry Market Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Poultry Processing of Atlanta","Poultry Processing, Poultry Slaughter",True,NULL
"Simply Spanish Inc.","Poultry Processing",True,NULL
"Knauss Foods","Identification - Meat, Poultry Processing",True,NULL
"Custom Craft Poultry","Poultry Processing",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Sierra Nevada Poultry","Poultry Processing, Poultry Slaughter",True,NULL
"Soulshine Farms, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"D & L Poultry Enterprises","Poultry Processing",True,NULL
"Piefalutin","Poultry Processing",True,NULL
"Theos's Distribution LLC dba Mama's Makings LLC","Poultry Processing",True,NULL
"Regenerative Agriculture Alliance","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Buster Rind's","Poultry Processing",True,NULL
"Lincoln Premium Poultry","Poultry Processing, Poultry Slaughter",True,NULL
"J-Bar Poultry Processing, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Soulshine Farms LLC","Poultry Processing",True,NULL
"Simmons Prepared Foods, Inc.","Poultry Processing",True,NULL
"Koch Foods LLC","Poultry Processing, Poultry Slaughter",True,NULL
"House Of Raeford Farms","Poultry Processing, Poultry Slaughter",True,NULL
